question,response
Are there specific labeling requirements for consumer goods imported into Jordan?,"Yes, Arabic labeling is required for many consumer goods imported into Jordan, and the country of origin must be clearly marked."
Are phytosanitary certificates required for all agricultural products imported into the US?,"No, phytosanitary certificates are required for plants and plant products, but specific regulations may vary depending on the product."
What is the free time for reefer containers after discharge in Taiwan?,"Reefer containers have a maximum of 3 days free time, with electricity charges applying from day 1."
Are customs operations in Russia typically open during public holidays?,"No, customs operations in Russia are typically closed on public holidays."
What documentation is required for Brazilian citizens returning to Brazil with personal effects and household goods?,Returning Brazilian citizens must provide a detailed inventory list in Portuguese and proof of residence abroad for at least 12 months.
What is the required documentation for a notify party when shipping with CHERRY?,"The notify party needs a full name and complete address. Contact information including a phone number and email address are mandatory. A CNPJ number is required even for ""to order"" Bill of Lading. P.O. Boxes are not acceptable."
What are the maximum gross weights allowed for 20' and 40' containers when shipping with CHERRY?,"The maximum gross weight for a 20' container is 24,000 kg, and the maximum gross weight for a 40' container is 30,480 kg. Overweight containers require special approval and incur additional charges."
What contact information is mandatory for both shipper and consignee details when shipping with CHERRY?,Both phone number with country and area code and email address are mandatory for shipper and consignee details.
What is the typical free time allowed for export containers at CHERRY shipping line terminals?,"The typical free time for export containers is 5-7 days from gate-in, but this can vary depending on the specific terminal."
What are the gate operation hours at Izmir Port on a Saturday?,Gate operations at Izmir Port are open from 08:00 to 16:00 on Saturdays.
What are the working hours for Customs at Inland Container Depots (ICDs) in Turkey?,"Customs at ICDs in Turkey operate from Monday to Friday, 08:30 to 17:30. They are closed on Saturdays, Sundays, and Public Holidays."
What information is required for consignee and notify parties when shipping with CHERRY?,Tax Identification Numbers or Business Registration Numbers are required for both consignee and notify parties.  The format requirements vary by country and can be obtained from local CHERRY offices.
What documents are required for customs clearance in Indonesia?,"Customs clearance in Indonesia must be conducted by a licensed customs broker and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, and Certificate of Origin (which may be required for preferential tariff treatment)."
